# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "32" "-O" "-s" "1" "-t" "exon" "-a" "/scratch/Shares/clauset/Clauset_ABNexus/Counting/gtf_counts/data/PanCancer_IO_360_Probe_Exon_hg38.gtf" "-F" "GTF" "-o" "/scratch/Shares/clauset/Clauset_ABNexus/Counting/gtf_counts/out/RNAMatch4.18_str_gtf_matchedexons.txt" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_01_S10-018931A6_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_02_S14-002474B2_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_03_S21-024801A2_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_04_S10-016783A2_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_05_S22-010607B2_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_06_S10-016752C1_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_07_S10-017623A2_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_08_S11-003355A1_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_09_S11-012085C1_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_10_S12-003590C5_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_11_S12-008138A2_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_12_S13-003620D2_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_14_S13-008160A2_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_15_S16-023867D1_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_16_S16-007066C1_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_17_S21-032280A2_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_18_S13-009885J1_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_19_S17-018143A2_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_20_S13-019142C2_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_21_S13-021353A4_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_22_S14-012409D2_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_23_S22-009274B7_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_24_S21-028943A10_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_25_S11-011709_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_26_S12-011538_T_RSQ1.sorted.bam" "/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_27_S22-003884_T_RSQ1.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_01_S10-018931A6_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_02_S14-002474B2_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_03_S21-024801A2_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_04_S10-016783A2_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_05_S22-010607B2_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_06_S10-016752C1_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_07_S10-017623A2_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_08_S11-003355A1_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_09_S11-012085C1_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_10_S12-003590C5_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_11_S12-008138A2_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_12_S13-003620D2_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_14_S13-008160A2_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_15_S16-023867D1_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_16_S16-007066C1_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_17_S21-032280A2_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_18_S13-009885J1_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_19_S17-018143A2_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_20_S13-019142C2_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_21_S13-021353A4_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_22_S14-012409D2_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_23_S22-009274B7_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_24_S21-028943A10_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_25_S11-011709_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_26_S12-011538_T_RSQ1.sorted.bam	/scratch/Shares/clauset/Clauset_ABNexus/RNAseq_flow_out/RNA_Matched_4.18/mapped/bams/BB24_27_S22-003884_T_RSQ1.sorted.bam
C1QA:NM_015991.3	chr1	22638832	22639678	+	847	512	656	1441	1766	3283	2067	2146	1400	1049	4353	3082	1006	2495	1423	614	2743	1580	1000	2397	443	1193	1090	1143	825	894	863
C1QB:NM_000491.3	chr1	22660811	22661637	+	827	397	617	1615	2094	3420	1562	2468	2307	1288	4966	4162	1191	3451	1749	529	3566	2078	1116	3094	452	1455	1233	1125	919	827	757
C7:NM_000587.2	chr5	40958032	40958261	+	230	4429	3769	1470	9071	8300	1367	9161	944	317	4731	5950	6738	1834	3217	2320	2504	517	2456	4794	6178	4154	3934	2550	5455	10249	8166
C5:NM_001317163.1	chr9;chr9	121016253;121017361	121016383;121017511	-;-	282	76	84	71	77	76	86	46	57	49	90	37	33	30	49	96	26	21	23	46	69	75	91	90	30	96	90
CASP3:NM_032991.2	chr4	184627695	184629501	-	1807	111	88	133	114	148	180	97	217	145	274	152	230	217	209	135	121	191	147	157	93	106	144	136	84	136	117
C5AR1:NM_001736.3	chr19	47319780	47322066	+	2287	366	335	373	272	411	92	259	202	405	1404	411	1941	241	239	608	791	142	138	811	189	770	347	309	208	366	670
CASP9:XM_011542270.1	chr1	15518109	15518395	-	287	336	306	129	287	90	55	116	83	92	293	128	173	125	118	320	66	89	146	125	360	212	176	161	98	179	766
CBLC:NM_001130852.1	chr19;chr19	44781206;44782369	44781363;44782491	+;+	281	34	15	127	11	13	0	34	73	73	11	57	31	47	52	32	13	107	151	13	15	38	8	15	119	0	15
CASP1:NM_001223.4	chr11;chr11	105025507;105026841	105026356;105026951	-;-	961	111	61	129	163	194	360	86	172	146	264	144	327	160	94	140	200	224	110	131	68	110	150	132	97	72	64
BLK:NM_001330465.1	chr8;chr8	11549023;11550158	11549122;11550262	+;+	205	1	5	3	4	329	1128	6	4	4	24	4	12	11	42	2	17	94	0	57	2	17	31	1	1	6	4
BNIP3L:NM_001330491.1	chr8	26410363	26413127	+	2765	312	316	488	563	384	176	343	290	122	337	410	888	280	316	624	330	377	274	384	401	253	368	259	341	393	556
BRCA1:NM_007294.3	chr17;chr17	43074330;43076487	43074521;43076614	-;-	320	94	64	83	66	50	78	39	105	87	65	70	50	18	72	80	35	137	61	48	60	62	64	57	69	71	59
CCL2:NM_002982.3	chr17	34256721	34257203	+	483	370	259	828	444	285	130	431	562	327	3210	1101	13362	360	371	603	474	192	273	464	212	1005	504	212	170	848	1453
CCL18:NM_002988.3	chr17;chr17	36064271;36070446	36064409;36070558	+;+	252	34	6	50	64	58	83	19	14	59	1312	236	37	388	52	13	277	82	2	474	1	407	169	31	42	25	2
BRIP1:NM_032043.2	chr17;chr17	61793596;61799099	61793729;61799299	-;-	335	18	24	66	55	26	69	25	99	97	27	24	15	10	18	24	20	126	24	28	10	13	21	24	84	22	18
CCL22:NM_002990.3	chr16	57363503	57366189	+	2687	6	3	4	7	25	44	8	6	3	25	7	10	7	26	3	27	9	9	52	10	4	11	11	0	8	1
CCL13:NM_005408.2	chr17;chr17	34356479;34357474	34356602;34357589	+;+	240	3	2	52	16	22	3	7	2	4	31	31	22	6	11	0	14	13	0	11	1	9	3	23	1	6	2
CCL14:NM_032962.4	chr17;chr17	35983287;35984337	35983888;35984452	-;-	718	993	397	545	794	1275	1343	1785	112	61	1309	158	2194	9	126	797	410	66	47	477	468	854	1083	1124	188	1558	1809
CCL5:NM_002985.2	chr17	35871490	35872464	-	975	136	101	142	500	481	855	297	130	53	816	319	230	513	135	195	399	355	101	333	61	142	542	153	68	193	72
CCL7:NM_006273.3	chr17	34271696	34272242	+	547	1	3	3	0	0	0	0	6	0	32	8	149	2	1	2	0	4	4	10	0	7	1	0	1	0	1
CCL8:NM_005623.2	chr17	34320801	34321402	+	602	32	30	65	65	19	1	30	35	65	79	102	590	49	11	33	46	6	31	22	4	20	9	15	47	51	71
CCNA1:NM_001111045.1	chr13	36438066	36438191	+	126	73	14	61	9	2	1	75	155	73	17	5	31	128	11	69	17	119	111	27	16	13	31	35	24	2	19
CCL4:NM_002984.2	chr17	36103826	36103981	+	156	24	37	123	227	280	182	83	33	89	298	140	76	139	62	155	291	87	115	102	29	51	136	78	38	123	128
CCND2:NM_001759.2	chr12	4299859	4305353	+	5495	973	482	1349	384	412	666	680	347	742	740	429	682	310	124	969	337	156	170	543	504	729	538	614	931	727	664
CCL3/L1:NM_021006.5	chr17	36194868	36195376	-	509	6	25	36	43	9	12	29	6	13	54	19	8	24	8	15	8	6	50	4	14	4	33	24	13	2	6
CCNE1:NM_001238.1	chr19	29822445	29822603	+	159	6	10	40	42	17	15	22	281	92	19	54	8	41	56	11	16	422	203	12	2	15	2	24	8	2	18
CCND3:NM_001136017.2	chr6	41936558	41936695	-	138	102	66	106	120	187	296	83	88	78	132	111	169	129	138	123	105	271	134	160	93	97	95	101	83	103	190
CCND1:NM_053056.2	chr11;chr11	69647993;69651117	69648142;69654474	+;+	3508	796	383	1484	266	336	186	691	1136	1278	348	933	475	1372	3197	619	268	1222	697	767	341	706	352	341	1647	501	287
CCR2:NM_001123041.2	chr3	46357476	46360940	+	3465	113	96	116	308	556	474	143	107	24	927	287	558	700	83	152	216	216	54	222	102	86	263	141	28	118	10
CCNO:NM_021147.4	chr5	55231151	55231860	-	710	22	19	17	7	3	1	7	6	7	3	4	0	19	39	23	2	11	8	5	8	9	7	14	2	1	0
CCR5:NM_000579.3	chr3	46372891	46376206	+	3316	109	77	202	390	367	384	142	226	55	648	307	128	347	114	150	314	287	111	251	27	96	248	132	72	102	22
CD14:NM_001174105.1	chr5	140631731	140632980	-	1250	568	529	1418	964	1218	567	1007	877	697	2178	1448	1821	867	349	842	1297	430	636	1175	383	734	721	705	679	903	379
CCR4:NM_005508.4	chr3	32953371	32956349	+	2979	8	22	52	91	226	386	22	60	34	233	49	102	57	151	39	127	136	20	285	17	68	46	89	15	37	9
CCNB1:NM_031966.2	chr5;chr5	69171269;69174250	69171452;69174409	+;+	344	84	63	531	137	83	122	67	391	245	76	63	35	62	138	65	61	711	326	108	30	67	50	115	210	51	48
CD19:NM_001770.4	chr16	28939140	28939342	+	203	3	1	1	5	31	146	0	0	0	13	2	0	9	2	1	1	15	3	1	0	2	1	0	0	0	2
CD1C:NM_001765.2	chr1;chr1	158291133;158292083	158291400;158292365	+;+	551	47	13	47	25	197	285	24	12	11	36	4	29	6	41	42	55	66	7	80	13	13	67	21	11	39	18
CD209:NM_021155.2	chr19	7739992	7743240	-	3249	82	52	153	137	1033	3166	189	44	53	259	269	135	72	63	45	134	59	39	110	44	144	76	95	56	133	57
CD2:NM_001767.3	chr1;chr1	116764405;116768463	116764606;116769229	+;+	969	101	63	170	332	446	1407	165	129	35	493	234	123	296	127	123	329	390	66	339	24	71	350	153	31	136	15
CASP8:NM_001228.4	chr2;chr2	201271515;201272637	201271621;201272776	+;+	247	248	157	347	233	425	922	175	417	355	370	241	308	381	374	226	289	495	275	294	122	208	269	177	225	154	136
CD247:NM_198053.2	chr1;chr1	167438569;167439343	167438650;167439400	-;-	140	18	11	19	29	84	309	21	20	3	55	34	25	41	30	22	32	45	9	41	10	15	39	18	6	16	13
CD276:NM_001024736.1	chr15	73712933	73714514	+	1582	61	48	80	69	65	10	113	116	143	79	101	132	52	165	55	163	34	106	194	50	63	66	57	115	93	49
CCL20:NM_001130046.1	chr2;chr2	227816306;227817061	227816384;227817556	+;+	575	27	9	68	35	11	30	1	22	24	18	27	122	17	21	37	7	21	0	13	11	36	32	41	20	1	8
CD300A:NM_001256841.1	chr17	74474531	74474685	+	155	45	26	52	35	111	107	55	73	40	87	80	110	76	42	59	73	90	25	79	18	79	50	36	29	56	17
CD36:NM_001001548.2	chr7	80661062	80661210	+	149	218	135	2840	38	2521	539	205	210	29	226	104	4044	36	45	127	544	60	348	1098	60	114	116	176	33	313	130
CD28:NM_001243077.1	chr2;chr2	203729647;203734783	203729772;203738912	+;+	4256	42	8	62	66	160	523	65	48	27	88	53	69	44	55	48	69	71	22	119	12	39	50	44	20	36	26
CD3D:NM_000732.4	chr11;chr11	118340374;118342552	118340593;118342705	-;-	374	35	19	61	109	280	1059	49	67	15	203	79	59	74	84	45	135	190	28	159	15	24	135	52	11	39	3
CCL19:NM_006274.2	chr9;chr9	34690209;34691090	34690342;34691276	-;-	321	41	9	53	85	716	800	134	43	16	206	8	40	10	245	20	544	261	18	406	39	36	108	77	7	68	107
CCL21:NM_002989.2	chr9	34709776	34709897	-	122	251	116	68	48	1884	6107	93	55	11	219	2	226	1	133	453	165	214	9	141	134	102	165	232	33	204	545
CD274:NM_014143.3	chr9	5467839	5470554	+	2716	13	7	6	20	25	24	22	9	7	47	16	52	33	6	6	8	18	4	18	11	12	14	10	4	20	10
CD3G:NM_000073.2	chr11	118350551	118350683	+	133	12	3	13	24	75	281	7	19	3	60	13	6	25	14	12	34	41	4	28	8	1	26	11	2	11	3
CD40LG:NM_000074.2	chrX	136659038	136660390	+	1353	18	20	22	24	91	413	30	21	5	55	19	23	22	38	43	34	40	11	54	11	13	45	26	6	31	18
CD44:NM_001001392.1	chr11	35176574	35176740	+	167	1521	501	673	694	1059	2067	830	380	360	2170	769	2935	577	439	695	945	505	202	1240	408	1094	1090	578	312	1158	753
CD3E:NM_000733.3	chr11;chr11;chr11	118304893;118307287;118308426	118305001;118307308;118308441	+;+;+	147	18	11	28	71	149	592	44	26	104	124	49	24	47	23	26	77	63	23	65	8	10	107	25	9	20	6
CD244:NM_001166663.1	chr1;chr1	160836194;160838450	160836254;160838518	-;-	130	8	12	5	18	11	43	19	11	4	13	16	10	20	4	16	8	7	1	11	7	8	13	9	6	8	0
CD38:NM_001775.2	chr4;chr4	15778327;15816510	15778647;15816640	+;+	452	62	31	29	136	345	284	29	37	46	942	178	57	536	55	90	50	215	5	58	52	55	184	74	32	31	34
CD48:NM_001778.3	chr1;chr1	160680426;160684886	160681468;160685189	-;-	1347	142	110	163	349	1079	4710	173	246	85	883	258	484	379	317	202	530	500	113	516	80	184	518	159	78	164	68
CD58:NM_001144822.1	chr1	116570902	116571026	-	125	101	52	90	88	130	207	120	66	31	216	86	361	42	137	115	144	75	79	172	49	142	127	92	46	139	123
CD6:NM_001254751.1	chr11	61017758	61018013	+	256	51	26	50	73	132	627	30	54	16	111	82	46	54	78	38	86	123	41	100	16	29	80	30	8	17	9
CD5:NM_001346456.1	chr11;chr11	61123883;61125031	61123937;61125151	+;+	176	57	51	107	61	109	402	56	59	54	132	39	46	49	56	39	54	170	105	79	18	41	46	43	15	55	17
CD68:NM_001251.2	chr17	7581377	7582111	+	735	87	89	183	178	207	230	188	154	170	789	396	251	166	160	110	436	200	100	615	59	256	141	96	95	165	72
CD70:NM_001252.3	chr19	6585838	6586405	-	568	3	2	10	3	5	61	1	2	11	23	10	13	3	2	3	5	5	0	6	1	0	2	2	2	3	2
CD163:NM_203416.2	chr12;chr12	7487358;7487772	7487673;7488087	-;-	632	146	194	556	496	1497	485	438	913	495	1604	2157	1240	518	954	161	1074	870	298	2211	279	1232	608	543	280	372	991
CD7:NM_006137.6	chr17;chr17	82316194;82316666	82316409;82316981	-;-	532	41	27	44	71	203	632	58	42	14	305	69	142	100	322	60	94	120	20	156	21	84	141	46	52	49	120
CD79B:NM_001039933.1	chr17	63928739	63929324	-	586	13	7	3	7	142	445	7	8	4	73	9	13	34	9	11	17	63	3	40	3	10	18	12	7	14	13
CD69:NM_001781.2	chr12;chr12	9756296;9760756	9756419;9760901	-;-	270	95	102	217	221	576	1197	118	151	286	353	93	155	149	180	216	342	595	85	286	73	46	259	133	34	189	222
CD27:NM_001242.4	chr12;chr12	6444954;6445423	6445231;6445560	+;+	416	37	32	37	89	284	890	36	44	99	268	49	26	171	73	28	90	205	20	78	35	38	114	36	58	49	11
CD74:NM_001025159.2	chr5	150401638	150402250	-	613	5346	2924	6694	8008	13754	23803	8500	6420	6131	12798	6651	5477	11310	8126	4551	12613	22635	7212	9267	2964	5013	6727	4442	5687	5252	3690
CD79A:NM_001783.3	chr19;chr19	41879534;41880669	41879653;41880738	+;+	190	26	31	16	61	749	1994	8	8	23	576	185	28	395	67	10	48	251	6	82	34	27	128	51	5	16	5
CD8A:NM_001768.6	chr2	86784604	86785971	-	1368	57	42	60	196	169	266	76	79	13	348	101	114	113	61	76	177	170	50	191	25	37	204	50	6	77	11
CD4:NM_000616.4	chr12;chr12;chr12	6818420;6818846;6819298	6818542;6818914;6820799	+;+;+	1694	143	91	157	146	375	521	143	141	141	478	188	121	132	161	183	346	230	121	306	79	133	197	142	83	108	164
CD84:NM_001184879.1	chr1;chr1	160541097;160549916	160548321;160549979	-;-	7289	15	12	45	56	136	286	26	54	26	131	91	18	49	56	24	143	118	30	150	9	35	53	25	36	29	14
CD8B:NM_172213.2	chr2	86858056	86858416	-	361	23	12	18	72	43	178	24	12	4	87	12	28	16	39	24	41	31	12	51	6	4	47	10	27	23	4
CDH1:NM_004360.3	chr16	68801669	68801893	+	225	796	316	577	544	163	219	306	691	3292	194	405	140	1769	2959	789	111	1655	1471	250	264	432	501	442	1425	30	78
CDC20:NM_001255.1	chr1;chr1	43360498;43360732	43360593;43360961	+;+	326	15	24	145	42	29	40	17	153	48	25	15	21	15	30	14	14	231	95	69	13	29	17	23	100	8	23
CDH11:NM_001797.2	chr16	65053803	65053928	-	126	4	1	1	16	2	0	15	2	4	8	14	2	2	4	6	20	1	7	10	21	1	3	1	11	1	2
CDH5:NM_001795.3	chr16	66402651	66404784	+	2134	150	85	129	90	167	92	170	79	31	145	68	547	27	63	180	141	40	36	117	79	250	91	125	61	215	273
CDH2:NM_001792.3	chr18	27950965	27952359	-	1395	78	33	22	35	10	7	72	41	573	29	45	12	14	6	41	29	57	23	54	32	39	42	38	154	20	18
CDK6:NM_001145306.1	chr7	92604920	92615286	-	10367	155	116	360	106	178	123	188	339	512	202	131	165	63	132	139	111	120	184	241	91	136	135	118	387	161	83
CDK2:NM_001290230.1	chr12	55971520	55972789	+	1270	117	126	149	107	61	114	86	211	205	165	113	191	46	221	110	78	134	83	116	92	106	86	65	180	100	193
CDKN1C:NM_000076.2	chr11	2883217	2883915	-	699	10	23	11	17	11	2	13	10	4	20	9	11	4	19	23	6	1	8	8	20	4	13	12	13	24	54
CDKN1A:NM_000389.2	chr6	36685451	36687332	+	1882	381	447	322	481	395	115	252	80	91	1688	424	3427	126	265	735	355	48	126	383	606	555	370	336	167	609	4706
CDKN2A:NM_000077.4	chr9	21967751	21968242	-	492	33	48	8	649	138	29	174	399	134	80	137	45	355	154	117	68	1305	1055	431	22	87	59	110	160	17	51
CEACAM3:NM_001277163.2	chr19	41811171	41811554	+	384	2	2	3	0	3	1	4	0	0	8	2	65	0	2	3	0	0	0	1	2	9	8	7	1	10	1
CDKN2B:NM_004936.3	chr9	22002902	22006247	-	3346	8	25	122	28	62	7	29	144	38	25	57	129	60	29	36	51	69	126	85	13	41	14	14	36	19	13
CD40:NM_001250.5	chr20;chr20	46121819;46122232	46121898;46122358	+;+	207	128	150	235	304	391	743	313	227	158	309	135	438	278	199	208	273	271	149	224	156	196	160	207	198	279	217
CEBPB:NM_005194.3	chr20	50190582	50192690	+	2109	880	1287	1900	1181	1061	548	887	1308	1169	2301	1802	5702	1146	2353	1786	1725	1372	1270	2518	1571	3350	985	954	756	1462	4505
CENPF:NM_016343.3	chr1;chr1	214658849;214663590	214659028;214664571	+;+	1162	48	30	418	175	74	92	45	664	319	47	57	25	42	77	45	54	579	281	114	38	32	30	74	350	23	27
CEP55:NM_018131.3	chr10	93503112	93503388	+	277	13	8	148	96	54	42	18	486	119	30	36	8	10	29	5	37	356	44	56	6	6	7	20	78	5	1
CLEC14A:NM_175060.1	chr14	38253999	38256093	-	2095	176	77	121	186	212	31	232	93	40	182	95	215	77	64	195	212	62	63	168	93	134	186	212	74	290	223
CES3:NM_001185176.1	chr16	66972853	66975149	+	2297	53	12	40	12	9	4	8	22	6	6	24	1	14	41	32	1	142	7	3	18	21	5	25	39	2	1
CHUK:NM_001278.4	chr10	100188299	100189627	-	1329	40	24	56	44	19	42	29	44	100	54	31	59	16	80	67	32	65	47	37	25	44	31	26	40	43	52
CLEC4E:NM_014358.3	chr12	8533274	8534809	-	1536	16	12	22	21	87	16	13	20	16	180	33	578	34	68	32	39	73	7	85	27	148	66	73	12	40	223
CLEC7A:NM_197954.2	chr12	10129979	10130199	-	221	62	57	105	107	87	58	47	125	74	288	114	272	84	64	91	145	91	77	161	28	66	113	71	50	54	60
CLECL1:NM_172004.3	chr12	9722491	9722813	-	323	8	5	13	18	54	307	4	15	5	26	9	10	7	13	3	14	31	16	37	4	5	10	13	6	4	5
CNTFR:NM_147164.2	chr9;chr9	34552160;34552673	34552329;34552854	-;-	352	88	41	125	41	124	10	107	5	77	26	6	206	2	2	118	16	1	25	72	52	50	47	77	10	180	111
CMKLR1:NM_004072.2	chr12	108288045	108292959	-	4915	172	151	206	289	439	379	374	144	117	547	381	133	266	217	239	359	254	113	389	129	264	241	199	169	443	188
COL11A2:NM_001163771.1	chr6	33188977	33189188	-	212	10	6	4	6	5	5	6	21	125	5	19	10	6	23	9	3	6	25	87	4	8	3	8	37	7	7
COL11A1:NM_001854.3	chr1	102876472	102878165	-	1694	0	0	16	11	72	0	163	751	120	21	136	25	2	27	0	773	40	413	701	10	9	19	7	175	0	2
COL17A1:NM_000494.3	chr10;chr10	104037044;104037635	104037113;104037773	-;-	209	15	6	2	9	6	5	18	5	3	32	8	26	2	7	34	12	0	1	9	10	27	10	13	4	13	35
COL5A1:NM_000093.4	chr9;chr9	134727265;134728669	134727397;134728807	+;+	272	3059	2086	1539	1932	1896	244	4445	4680	1812	2346	3228	1957	425	644	3026	7328	1119	3173	6051	2277	3036	2349	2651	1462	3897	3839
COL6A3:NM_004369.3	chr2;chr2	237374411;237376771	237375020;237377344	-;-	1184	4189	5265	4036	6458	5058	763	8273	7537	1126	8592	5350	4513	2015	2683	6294	18151	2000	5391	18550	5574	6151	5107	6291	3842	6700	8357
CD47:NM_001777.3	chr3;chr3	108057476;108058336	108057569;108058429	-;-	188	497	265	1141	998	582	749	374	803	1794	523	634	374	1253	838	481	332	1665	1162	438	320	284	449	475	916	328	400
CD80:NM_005191.3	chr3	119544549	119544867	-	319	6	17	26	58	74	291	27	141	65	155	75	16	54	65	8	92	69	39	84	15	26	42	23	29	11	9
CD86:NM_001206924.1	chr3	122119437	122121136	+	1700	25	31	92	64	118	189	32	175	64	180	86	85	68	60	50	166	92	49	100	19	44	60	39	16	32	16
CRABP2:NM_001199723.1	chr1	156699605	156700076	-	472	342	190	212	536	123	4	335	700	1039	125	211	192	32	262	305	263	1307	411	172	83	219	162	203	749	46	97
